iter	RMSE
459	0.1365536782
460	0.1364117889
461	0.1362701003
462	0.1356490827
463	0.1355076983
464	0.1353659843
465	0.1349281869
466	0.1347876567
467	0.1346481155
468	0.1345088638
469	0.1343332157
470	0.1341946834
471	0.1340566205
472	0.1339176324
473	0.1337802869
474	0.1336432731
475	0.1335053717
476	0.1333691439
477	0.1332332655
478	0.1330977447
479	0.1329344016
480	0.1327588723
481	0.1321750606
482	0.1316095437
483	0.131472649
484	0.1313372246
485	0.1312029649
486	0.1310695952
487	0.1309365005
488	0.1307809966
489	0.130648943
490	0.1305170588
491	0.1303843532
492	0.1302532371
493	0.1301226325
494	0.1299922585
495	0.1298621134
496	0.1294575722
497	0.1290325514
498	0.1288965442
499	0.128766172
500	0.1286352962
501	0.1285060521
502	0.1283771381
503	0.1279003732
504	0.1277716334
505	0.1272064123
506	0.1270734794
507	0.1269464819
508	0.1268142819
509	0.1266560007
510	0.126529949
511	0.1263992418
512	0.1262738194
513	0.1261487465
514	0.1260230258
515	0.1258985492
516	0.1257431366
517	0.1256190588
518	0.1254954774
519	0.1253711144
520	0.1249584237
521	0.1248348756
522	0.1247110098
523	0.1245882794
524	0.1244659628
525	0.1243392719
526	0.1242168611
527	0.1240956481
528	0.1237013796
529	0.1235797255
530	0.1234543477
531	0.1233343289
532	0.1229747913
533	0.1228545691
534	0.1227346167
535	0.1226154436
536	0.1224662268
537	0.1223472542
538	0.1222285716
539	0.1221104609
540	0.1219926697
541	0.121874999
542	0.1217576074
543	0.1213679391
544	0.1212336714
545	0.1211163706
546	0.1209948876
547	0.1208776092
548	0.1207615013
549	0.1206455673
550	0.1205300567
551	0.1204148869
552	0.1203000206
553	0.1201852738
554	0.1200414045
555	0.1196052275
556	0.1194901867
557	0.1193716274
558	0.1192573544
559	0.1191261243
560	0.1190131408
561	0.1188959452
562	0.1187834601
563	0.1186713095
564	0.1185553363
565	0.1184438142
566	0.1183324251
567	0.1181870965
568	0.1180762766
569	0.117965676
570	0.1176119965
571	0.1175010999
572	0.1173906487
573	0.1172805976
574	0.1171667148
575	0.1170533476
576	0.1169444031
577	0.1168356205
578	0.1167270328
579	0.1166248771
580	0.1165167661
581	0.1164090419
582	0.116290661
583	0.1161832143
584	0.1160313995
585	0.1159148259
586	0.115563772
587	0.1154563394
588	0.1153492775
589	0.1150096493
590	0.1148986683
591	0.1144773301
592	0.1143697816
593	0.1142631875
594	0.114156249
595	0.1140507506
596	0.1139456158
597	0.1135130126
598	0.1134079224
599	0.1133037055
600	0.1131959729
601	0.1128706842
602	0.1127666018
603	0.1126386067
604	0.1125316752
605	0.1124288795
606	0.1123263578
607	0.1122242256
608	0.112122252
609	0.111996656
610	0.1118914549
611	0.1117902723
612	0.1116858633
613	0.1115850077
614	0.1114844625
615	0.1113842692
616	0.1112843442
617	0.1111845614
618	0.1110816436
619	0.110982388
620	0.1106268892
621	0.1105242348
622	0.1104221931
623	0.1102994188
624	0.1102008959
625	0.1101025772
626	0.1099775738
627	0.1095699159
628	0.1094686507
629	0.1093707665
630	0.1092702471
631	0.1091730134
632	0.1090761329
633	0.108979479
634	0.108883146
635	0.1085736904
636	0.1084742645
637	0.108378023
638	0.1082821986
639	0.1078428194
640	0.107746739
641	0.1076512541
642	0.1075532472
643	0.1074584505
644	0.107361072
645	0.107266828
646	0.1071729207
647	0.1070764932
648	0.1069829941
649	0.1068896489
650	0.1067965589
651	0.1067010283
652	0.1066083269
653	0.1065131786
654	0.1064183801
655	0.1063238547
656	0.1060541696
657	0.1059618686
658	0.1058699085
659	0.1057781676
660	0.1056843243
661	0.105592968
662	0.105501949
663	0.1054111893
664	0.1053205927
665	0.1052278
666	0.1051028678
667	0.1049907743
668	0.1048985202
669	0.1048085531
670	0.1047188462
671	0.1046293702
672	0.1043543305
673	0.1042621924
674	0.1041727629
675	0.1040453499
676	0.1039473493
677	0.1038582093
678	0.1037615601
679	0.1036729788
680	0.1035846468
681	0.1034963638
682	0.1034081716
683	0.1033202558
684	0.1032326572
685	0.103143431
686	0.1030560952
687	0.1029666256
688	0.1028774625
689	0.1027907878
690	0.1027042955
691	0.1026159854
692	0.1025279274
693	0.102421399
694	0.1023354339
695	0.1022497051
696	0.1018733043
697	0.1015528226
698	0.1014661911
699	0.101380241
700	0.1012927112
701	0.1012054176
702	0.1010055812
703	0.1009201787
704	0.1008350603
705	0.1007502713
706	0.1006657332
707	0.1005813474
708	0.1004952915
709	0.1004092366
710	0.1003254952
711	0.1002418585
712	0.1001584465
713	0.1000752877
714	0.09999064474
715	0.09990574834
716	0.09982308387
717	0.09974064963
718	0.09965842984
719	0.09957438875
720	0.09947062362
721	0.09938875904
722	0.09930528884
723	0.09922375211
724	0.09914074855
725	0.09878104364
726	0.09869736604
727	0.09861409281
728	0.0985312773
729	0.09845047817
730	0.09836805305
731	0.09828567537
732	0.09820554697
733	0.0981255854
734	0.09804568536
735	0.09796388199
736	0.09788232198
737	0.09780121091
738	0.09772198911
739	0.09764286713
740	0.09756374158
741	0.0974768965
742	0.09739648127
743	0.09713162181
744	0.09705267844
745	0.09682163081
746	0.09674280459
747	0.09665311712
748	0.09657285477
749	0.0964926473
750	0.09621310961
751	0.09613447735
752	0.09602306992
753	0.09594530979
754	0.0958662162
755	0.09578880942
756	0.09570376944
757	0.09562692377
758	0.09555027237
759	0.09547211051
760	0.0953957507
761	0.09531816577
762	0.09524082581
763	0.09492481884
764	0.09455460225
765	0.09447772022
766	0.09440146454
767	0.09432566019
768	0.09424875808
769	0.09402230515
770	0.09394684939
771	0.09366161088
772	0.09358610047
773	0.09351075095
774	0.09343572906
775	0.09320746429
776	0.09313235598
777	0.09302831435
778	0.09290697503
779	0.09283221198
780	0.09275781959
781	0.0926814112
782	0.09260741871
783	0.09253352213
784	0.09245992255
785	0.09238539023
786	0.09231220676
787	0.09223907646
788	0.09216504612
789	0.09197724308
790	0.09190325792
791	0.0918305623
792	0.0917581141
793	0.09168587705
794	0.09161375616
795	0.0915417297
796	0.09146989794
797	0.09139834254
798	0.09132693216
799	0.09125560568
800	0.09118429052
801	0.09111087129
802	0.09103893649
803	0.09096820307
804	0.09078147302
805	0.0907095844
806	0.09063892285
807	0.09045069375
808	0.0903638885
809	0.09029240567
810	0.09022136574
811	0.0901507266
812	0.09008034562
813	0.09000843792
814	0.08993676175
815	0.08962192285
816	0.08955255289
817	0.08948341666
818	0.08941433138
819	0.08915404422
820	0.08908462204
821	0.08901483594
822	0.08894640693
823	0.0888781007
824	0.08880903373
825	0.08873861039
826	0.08865364517
827	0.08858583537
828	0.08851582365
829	0.08844592915
830	0.0883783705
831	0.08831097362
832	0.08823815478
833	0.08817023203
834	0.08810322173
835	0.08789859879
836	0.08781753208
837	0.08775056901
838	0.08768375094
839	0.08759562337
840	0.08752684355
841	0.0874593588
842	0.08715818472
843	0.08709150532
844	0.08702515538
845	0.08695881974
846	0.08689262396
847	0.08681912998
848	0.08672938052
849	0.08666159446
850	0.08659591385
851	0.08642128701
852	0.08634027864
853	0.08627283885
854	0.08620558227
855	0.0860069811
856	0.08594000809
857	0.08587493257
858	0.08580837288
859	0.08574358026
860	0.08567886931
861	0.0856143079
862	0.08554992813
863	0.08547330943
864	0.08540753257
865	0.0853433579
866	0.08527775146
867	0.08508024267
868	0.08501465845
869	0.08495068125
870	0.0848869342
871	0.0846014228
872	0.08453582342
873	0.08447071571
874	0.08440576199
875	0.08415045966
876	0.08408535066
877	0.08399949356
878	0.08393487522
879	0.08386993296
880	0.0838055541
881	0.08374257022
882	0.08367966906
883	0.08361010616
884	0.08354627746
885	0.08348371507
886	0.08342126084
887	0.08335889862
888	0.08329531337
889	0.08323198911
890	0.0831683583
891	0.08310646647
892	0.08304341322
893	0.08297433774
894	0.08291259307
895	0.08284977195
896	0.08278832638
897	0.08272697708
898	0.08266448446
899	0.08260213194
900	0.08254097104
901	0.08247868641
902	0.08241776645
903	0.0823425889
904	0.08228073466
905	0.08221999311
906	0.08215825037
907	0.0820976018
908	0.08203702899
909	0.08197561876
910	0.08190954589
911	0.08184830615
912	0.08178811921
913	0.0817269597
914	0.08151788611
915	0.08145753122
916	0.08139333826
917	0.0813323741
918	0.0812725242
919	0.08121272
920	0.08115306698
921	0.0810935696
922	0.08093006334
923	0.08086943801
924	0.08080890571
925	0.08074951834
926	0.0806891314
927	0.08062000029
928	0.08056100175
929	0.08035857952
930	0.08029944005
931	0.08023948575
932	0.08018066322
933	0.08012201575
934	0.08006346696
935	0.08000337331
936	0.0797655451
937	0.07950870889
938	0.07944897986
939	0.07938480245
940	0.07921808432
941	0.07915959374
942	0.0791012382
943	0.0790311279
944	0.07897129761
945	0.07891338877
946	0.07885014659
947	0.07879140097
948	0.07873275846
949	0.07867422282
950	0.07861669472
951	0.07843942373
952	0.07838176194
953	0.07832328896
954	0.07824594468
955	0.0781877307
956	0.07812965063
957	0.07807260557
958	0.07801387938
959	0.07776833845
960	0.07771115769
961	0.07765345584
962	0.07759678021
963	0.07754017283
964	0.07748364103
965	0.07741582551
966	0.07735854477
967	0.07730242399
968	0.07724546999
969	0.07718053978
970	0.07711040962
971	0.07704236237
972	0.07698567305
973	0.07692794076
974	0.07687218643
975	0.07680377492
976	0.07674816791
977	0.07669265474
978	0.07663718001
979	0.07658181849
980	0.07652657817
981	0.07646332462
982	0.07640656836
983	0.07635162732
984	0.07608260984
985	0.07602722131
986	0.07597145214
987	0.07591595561
988	0.0758615083
989	0.07580714495
990	0.07575285347
991	0.07569869615
992	0.07564461089
993	0.07559061705
994	0.0755358322
995	0.07548200871
996	0.0754282344
997	0.07521316911
998	0.07515926862
999	0.07510556565
